Date,Year,Locality,Estimated Value,Sale Price,Property,Residential,num_rooms,num_bathrooms,carpet_area,property_tax_rate,Face
2011-02-26,2011,,,170000.0,Single Family,Detached House,3,1,920.0,1.025033,West
2011-02-26,2011,Waterbury,,174000.0,Two Family,Duplex,4,3,1483.0,1.025033,South
2011-02-26,2011,Waterbury,101190.0,115000.0,Two Family,Duplex,4,2,1413.0,1.025033,West
2011-02-26,2011,,725300.0,895000.0,Single Family,Detached House,3,1,908.0,1.025033,East
2011-02-27,2011,Waterbury,197110.0,265000.0,Single Family,Detached House,3,2,943.0,1.025033,North
2011-02-27,2011,Waterbury,92030.0,107000.0,Single Family,Detached House,3,2,,1.025033,West
2011-02-27,2011,Greenwich,5413590.0,4600000.0,?,Detached House,3,3,969.0,1.025033,South
2011-03-02,2011,Waterbury,99840.0,40000.0,?,Detached House,3,2,972.0,1.025033,North
2011-03-02,2011,Fairfield,400610.0,499000.0,Single Family,Detached House,3,1,916.0,1.025033,South
2011-03-03,2011,West Hartford,200800.0,270000.0,?,Detached House,3,2,921.0,1.025033,North
2011-03-03,2011,Waterbury,,210000.0,Single Family,Detached House,3,2,1041.0,1.025033,North
2011-03-03,2011,West Hartford,175700.0,235000.0,Single Family,Detached House,3,3,1033.0,1.025033,South
2011-03-03,2011,Stamford,,352000.0,Single Family,Detached House,3,3,1094.0,1.025033,East
2011-03-03,2011,West Hartford,273500.0,307000.0,Single Family,Detached House,3,3,,1.025033,South
2011-03-04,2011,Stamford,417240.0,505000.0,Single Family,Detached House,3,3,,1.025033,South
2011-03-04,2011,Waterbury,137780.0,15000.0,Three Family,Triplex,6,4,2139.0,1.025033,South
2011-03-04,2011,Stamford,371080.0,360000.0,Single Family,Detached House,3,1,1081.0,1.025033,South
2011-03-05,2011,,,117200.0,Single Family,Detached House,3,1,,1.025033,South
2011-03-05,2011,Waterbury,103920.0,139000.0,Single Family,Detached House,3,3,,1.025033,South
2011-03-06,2011,Waterbury,129960.0,158000.0,Single Family,Detached House,3,1,905.0,1.025033,North
2011-03-06,2011,Stamford,922420.0,1400000.0,Single Family,Detached House,3,3,,1.025033,West
2011-03-09,2011,West Hartford,213700.0,220000.0,?,Detached House,3,3,941.0,1.025033,West
2011-03-11,2011,Greenwich,3611790.0,6000000.0,Single Family,Detached House,3,1,934.0,1.025033,East
2011-03-13,2011,Fairfield,304500.0,399000.0,Single Family,Detached House,3,2,,1.025033,East
2011-03-13,2011,Waterbury,99070.0,115000.0,?,Detached House,3,1,,1.025033,East
2011-03-18,2011,Waterbury,112850.0,27900.0,Three Family,Triplex,6,6,1836.0,1.025033,North
2011-03-23,2011,West Hartford,180500.0,241500.0,Single Family,Detached House,3,3,1061.0,1.025033,North
2011-03-23,2011,Fairfield,364770.0,410000.0,Single Family,Detached House,3,3,1095.0,1.025033,South
2011-03-23,2011,,3692220.0,6700000.0,Single Family,Detached House,3,3,1080.0,1.025033,North
2011-03-23,2011,West Hartford,223700.0,335000.0,Single Family,Detached House,3,2,936.0,1.025033,West
2011-03-24,2011,,151460.0,95000.0,?,Triplex,6,4,2166.0,1.025033,East
2011-03-24,2011,Waterbury,,34500.0,Single Family,Detached House,3,1,966.0,1.025033,North
2011-03-26,2011,,204200.0,234000.0,Single Family,Detached House,3,2,1021.0,1.025033,East
2011-03-26,2011,Fairfield,245350.0,230000.0,?,Detached House,3,1,1009.0,1.025033,East
2011-03-26,2011,West Hartford,192400.0,270000.0,Single Family,Detached House,3,3,1057.0,1.025033,South
2011-03-27,2011,Fairfield,356090.0,575000.0,?,Detached House,3,3,1075.0,1.025033,East
2011-03-27,2011,Waterbury,121430.0,94000.0,Single Family,Detached House,3,2,903.0,1.025033,West
2011-03-27,2011,,129370.0,145000.0,Single Family,Detached House,3,1,970.0,1.025033,South
2011-03-30,2011,Stamford,334190.0,170000.0,Single Family,Detached House,3,2,948.0,1.025033,East
2011-03-30,2011,Fairfield,,4350000.0,Single Family,Detached House,3,2,1099.0,1.025033,South
2011-03-30,2011,Waterbury,79780.0,41000.0,Single Family,Detached House,3,3,976.0,1.025033,East
2011-03-31,2011,Waterbury,117860.0,170000.0,Single Family,Detached House,3,3,918.0,1.025033,North
2011-04-01,2011,Waterbury,170560.0,39500.0,Three Family,Triplex,6,4,2177.0,1.025033,West
2011-04-01,2011,Waterbury,108110.0,53000.0,Single Family,Detached House,3,1,,1.025033,North
2011-04-01,2011,Fairfield,,2500000.0,?,Detached House,3,3,995.0,1.025033,North
2011-04-02,2011,West Hartford,196100.0,260000.0,Single Family,Detached House,3,1,947.0,1.025033,West
2011-04-02,2011,Waterbury,89030.0,110000.0,Two Family,Duplex,4,2,1331.0,1.025033,East
2011-04-06,2011,Stamford,492850.0,508500.0,Four Family,Fourplex,8,6,,1.025033,South
2011-04-08,2011,Stamford,398750.0,340000.0,Two Family,Duplex,4,4,1228.0,1.025033,West
2011-04-09,2011,Fairfield,397670.0,549000.0,?,Detached House,3,1,1043.0,1.025033,West
2011-04-09,2011,Waterbury,,60000.0,Three Family,Triplex,6,6,2048.0,1.025033,North
2011-04-13,2011,Stamford,279580.0,147500.0,Single Family,Detached House,3,3,1085.0,1.025033,South
2011-04-13,2011,Waterbury,212350.0,285835.0,Single Family,Detached House,3,2,1095.0,1.025033,North
2011-04-16,2011,,93150.0,58000.0,Single Family,Detached House,3,2,1058.0,1.025033,North
2011-04-17,2011,Greenwich,2528400.0,3000000.0,Single Family,Detached House,3,1,1070.0,1.025033,East
2011-04-17,2011,Waterbury,115820.0,138000.0,Single Family,Detached House,3,1,1066.0,1.025033,West
2011-04-20,2011,Waterbury,,20300.0,Single Family,Detached House,3,2,938.0,1.025033,East
2011-04-22,2011,Fairfield,331030.0,185000.0,?,Detached House,3,2,918.0,1.025033,East
2011-04-22,2011,Stamford,396550.0,380000.0,Single Family,Detached House,3,3,960.0,1.025033,North
2011-04-24,2011,Greenwich,2133810.0,1350000.0,Single Family,Detached House,3,2,1060.0,1.025033,South
2011-04-24,2011,Greenwich,417480.0,576000.0,Single Family,Detached House,3,2,984.0,1.025033,West
2011-04-27,2011,West Hartford,154000.0,213500.0,Single Family,Detached House,3,1,963.0,1.025033,North
2011-04-28,2011,Greenwich,1521380.0,2415000.0,Single Family,Detached House,3,1,907.0,1.025033,North
2011-04-29,2011,,875080.0,1110000.0,Single Family,Detached House,3,2,933.0,1.025033,South
2011-04-29,2011,Stamford,548080.0,713000.0,Single Family,Detached House,3,1,1007.0,1.025033,South
2011-04-29,2011,West Hartford,273000.0,265000.0,Single Family,Detached House,3,3,1048.0,1.025033,West
2011-04-29,2011,Stamford,506120.0,466265.0,?,Detached House,3,2,,1.025033,North
2011-04-30,2011,West Hartford,193900.0,266000.0,Single Family,Detached House,3,1,1029.0,1.025033,North
2011-05-01,2011,Greenwich,2254000.0,3434510.0,Single Family,Detached House,3,1,1088.0,1.025033,South
2011-05-01,2011,,2254000.0,2240490.0,Single Family,Detached House,3,3,1016.0,1.025033,South
2011-05-01,2011,Stamford,414600.0,565000.0,Single Family,Detached House,3,1,929.0,1.025033,South
2011-05-04,2011,West Hartford,234800.0,316000.0,Single Family,Detached House,3,2,1063.0,1.025033,West
2011-05-04,2011,West Hartford,127400.0,220000.0,Single Family,Detached House,3,3,964.0,1.025033,West
2011-05-04,2011,Fairfield,237930.0,282000.0,Single Family,Detached House,3,1,1093.0,1.025033,North
2011-05-04,2011,Greenwich,1023470.0,1475000.0,Single Family,Detached House,3,1,1097.0,1.025033,North
2011-05-04,2011,Fairfield,271110.0,370000.0,Single Family,Detached House,3,3,,1.025033,South
2011-05-05,2011,Waterbury,68710.0,34900.0,Two Family,Duplex,4,2,1240.0,1.025033,East
2011-05-05,2011,Fairfield,319620.0,486000.0,Single Family,Detached House,3,2,1044.0,1.025033,South
2011-05-06,2011,,,193000.0,Two Family,Duplex,4,2,1279.0,1.025033,West
2011-05-07,2011,Waterbury,184850.0,195000.0,Single Family,Detached House,3,3,,1.025033,East
2011-05-07,2011,Waterbury,106060.0,125000.0,Single Family,Detached House,3,3,1088.0,1.025033,North
2011-05-08,2011,Fairfield,290570.0,310000.0,Single Family,Detached House,3,1,960.0,1.025033,West
2011-05-08,2011,Waterbury,133350.0,14000.0,Two Family,Duplex,4,4,1485.0,1.025033,South
2011-05-08,2011,,332210.0,361000.0,Single Family,Detached House,3,3,915.0,1.025033,North
2011-05-11,2011,West Hartford,251100.0,450000.0,Single Family,Detached House,3,1,1066.0,1.025033,North
2011-05-11,2011,West Hartford,226000.0,408000.0,Single Family,Detached House,3,1,1088.0,1.025033,North
2011-05-12,2011,Waterbury,158850.0,129000.0,?,Detached House,3,3,982.0,1.025033,North
2011-05-12,2011,Greenwich,2631930.0,2025000.0,Single Family,Detached House,3,1,906.0,1.025033,South
2011-05-15,2011,Waterbury,96530.0,75400.0,Single Family,Detached House,3,2,1019.0,1.025033,East
2011-05-18,2011,West Hartford,231100.0,322500.0,Single Family,Detached House,3,3,1082.0,1.025033,South
2011-05-18,2011,Greenwich,727370.0,278334.0,Single Family,Detached House,3,2,924.0,1.025033,West
2011-05-20,2011,Fairfield,242830.0,249000.0,Single Family,Detached House,3,2,,1.025033,West
2011-05-20,2011,West Hartford,139400.0,143500.0,Single Family,Detached House,3,2,901.0,1.025033,East
2011-05-21,2011,Waterbury,167930.0,160000.0,Single Family,Detached House,3,2,939.0,1.025033,East
2011-05-22,2011,Waterbury,,95000.0,Single Family,Detached House,3,2,1071.0,1.025033,East
2011-05-22,2011,Waterbury,113370.0,61000.0,Single Family,Detached House,3,1,956.0,1.025033,East
2011-05-27,2011,Greenwich,1413370.0,2509500.0,Single Family,Detached House,3,1,1094.0,1.025033,North
2011-05-27,2011,Waterbury,126880.0,178000.0,?,Detached House,3,2,1043.0,1.025033,East
2011-05-27,2011,Stamford,582300.0,587000.0,Single Family,Detached House,3,3,,1.025033,South
2011-05-28,2011,Stamford,363550.0,495000.0,?,Detached House,3,2,1010.0,1.025033,West
2011-05-28,2011,Stamford,556740.0,639000.0,Single Family,Detached House,3,2,1047.0,1.025033,West
2011-05-28,2011,Stamford,367420.0,555000.0,Single Family,Detached House,3,2,964.0,1.025033,West
2011-05-28,2011,Stamford,502880.0,514000.0,?,Detached House,3,1,,1.025033,South
2011-05-28,2011,Stamford,641000.0,797500.0,Single Family,Detached House,3,3,906.0,1.025033,North
2011-05-28,2011,Stamford,324190.0,333000.0,?,Detached House,3,1,1048.0,1.025033,South
2011-05-29,2011,Fairfield,339010.0,546000.0,Single Family,Detached House,3,3,1007.0,1.025033,West
2011-06-01,2011,Waterbury,100170.0,140000.0,Single Family,Detached House,3,1,968.0,1.025033,East
2011-06-01,2011,West Hartford,450900.0,760000.0,Single Family,Detached House,3,1,,1.025033,North
2011-06-01,2011,West Hartford,,285000.0,?,Detached House,3,1,940.0,1.025033,West
2011-06-02,2011,Greenwich,429310.0,400000.0,Single Family,Detached House,3,1,1015.0,1.025033,East
2011-06-02,2011,Fairfield,,335000.0,Single Family,Detached House,3,3,1086.0,1.025033,East
2011-06-02,2011,Stamford,381560.0,400000.0,Single Family,Detached House,3,3,1030.0,1.025033,West
2011-06-03,2011,Stamford,1061150.0,1075000.0,Single Family,Detached House,3,2,911.0,1.025033,North
2011-06-05,2011,Fairfield,335300.0,345000.0,Single Family,Detached House,3,3,992.0,1.025033,North
2011-06-05,2011,Stamford,,470000.0,Single Family,Detached House,3,2,963.0,1.025033,West
2011-06-05,2011,Waterbury,110420.0,70000.0,Single Family,Detached House,3,2,1087.0,1.025033,East
2011-06-05,2011,Greenwich,602490.0,935000.0,Single Family,Detached House,3,2,1051.0,1.025033,West
2011-06-08,2011,Stamford,312170.0,320000.0,Two Family,Duplex,4,2,1339.0,1.025033,West
2011-06-09,2011,Waterbury,112030.0,145950.0,Single Family,Detached House,3,3,984.0,1.025033,South
2011-06-09,2011,Stamford,396710.0,465000.0,Single Family,Detached House,3,2,1052.0,1.025033,North
2011-06-09,2011,,137550.0,62000.0,Two Family,Duplex,4,2,1291.0,1.025033,West
2011-06-09,2011,Waterbury,69680.0,26500.0,Single Family,Detached House,3,1,914.0,1.025033,North
2011-06-09,2011,Stamford,438750.0,400000.0,Single Family,Detached House,3,2,990.0,1.025033,East
2011-06-10,2011,Waterbury,58270.0,53000.0,Single Family,Detached House,3,2,,1.025033,North
2011-06-11,2011,Stamford,589320.0,775000.0,Single Family,Detached House,3,2,,1.025033,West
2011-06-11,2011,Fairfield,755230.0,960000.0,Single Family,Detached House,3,3,1044.0,1.025033,West
2011-06-11,2011,Stamford,306920.0,165000.0,Single Family,Detached House,3,2,927.0,1.025033,East
2011-06-12,2011,Waterbury,96520.0,24350.0,Single Family,Detached House,3,2,953.0,1.025033,East
2011-06-12,2011,Waterbury,105750.0,66000.0,Single Family,Detached House,3,3,1043.0,1.025033,East
2011-06-15,2011,West Hartford,181500.0,241000.0,Single Family,Detached House,3,1,987.0,1.025033,East
2011-06-15,2011,Fairfield,,725000.0,Single Family,Detached House,3,2,1073.0,1.025033,South
2011-06-15,2011,West Hartford,245400.0,387000.0,Single Family,Detached House,3,3,907.0,1.025033,North
2011-06-15,2011,West Hartford,120200.0,195000.0,Single Family,Detached House,3,3,957.0,1.025033,North
2011-06-15,2011,Waterbury,92120.0,125000.0,Single Family,Detached House,3,3,1026.0,1.025033,West
2011-06-16,2011,West Hartford,,254400.0,?,Detached House,3,2,,1.025033,East
2011-06-16,2011,Waterbury,103190.0,156000.0,?,Detached House,3,2,939.0,1.025033,South
2011-06-17,2011,,610480.0,860000.0,Single Family,Detached House,3,1,,1.025033,North
2011-06-18,2011,Waterbury,87950.0,15000.0,Two Family,Duplex,4,2,1353.0,1.025033,South
2011-06-18,2011,,104090.0,20267.0,Two Family,Duplex,4,3,,1.025033,West
2011-06-19,2011,Greenwich,1253980.0,1485000.0,Single Family,Detached House,3,1,1060.0,1.025033,West
2011-06-19,2011,Fairfield,373520.0,190000.0,?,Detached House,3,3,977.0,1.025033,West
2011-06-22,2011,Fairfield,587790.0,507000.0,Single Family,Detached House,3,1,1027.0,1.025033,East
2011-06-22,2011,West Hartford,179300.0,242500.0,Single Family,Detached House,3,3,990.0,1.025033,South
2011-06-22,2011,West Hartford,436300.0,679000.0,Single Family,Detached House,3,3,971.0,1.025033,West
2011-06-22,2011,West Hartford,298000.0,541000.0,?,Detached House,3,3,1078.0,1.025033,North
2011-06-22,2011,Waterbury,198030.0,274500.0,Single Family,Detached House,3,2,1033.0,1.025033,East
2011-06-23,2011,Waterbury,119190.0,150000.0,Single Family,Detached House,3,1,1039.0,1.025033,North
2011-06-23,2011,Waterbury,179530.0,18000.0,Three Family,Triplex,6,4,1904.0,1.025033,West
2011-06-23,2011,West Hartford,299400.0,495000.0,Single Family,Detached House,3,3,954.0,1.025033,North
2011-06-23,2011,West Hartford,174900.0,288000.0,Single Family,Detached House,3,2,1043.0,1.025033,West
2011-06-26,2011,Fairfield,407190.0,538500.0,Single Family,Detached House,3,3,947.0,1.025033,East
2011-06-26,2011,Stamford,294640.0,660000.0,?,Detached House,3,3,927.0,1.025033,South
2011-06-26,2011,Greenwich,380870.0,430000.0,?,Detached House,3,2,1057.0,1.025033,North
2011-06-26,2011,Fairfield,228620.0,260000.0,Single Family,Detached House,3,2,969.0,1.025033,West
2011-06-26,2011,Waterbury,,121000.0,Two Family,Duplex,4,2,1369.0,1.025033,East
2011-06-29,2011,Fairfield,648340.0,630000.0,Single Family,Detached House,3,3,1052.0,1.025033,East
2011-06-29,2011,,125000.0,140000.0,Single Family,Detached House,3,1,1050.0,1.025033,South
2011-06-29,2011,Waterbury,94910.0,90000.0,Single Family,Detached House,3,3,1010.0,1.025033,East
2011-06-29,2011,Waterbury,86030.0,59000.0,Single Family,Detached House,3,2,1008.0,1.025033,East
2011-06-29,2011,West Hartford,,899900.0,Single Family,Detached House,3,2,908.0,1.025033,North
2011-06-30,2011,Waterbury,,70224.0,Two Family,Duplex,4,3,1291.0,1.025033,West
2011-06-30,2011,Greenwich,10258290.0,2226295.0,?,Detached House,3,1,1002.0,1.025033,North
2011-06-30,2011,Greenwich,1220660.0,1550000.0,Single Family,Detached House,3,3,,1.025033,North
2011-06-30,2011,West Hartford,163500.0,230000.0,Single Family,Detached House,3,2,965.0,1.025033,North
2011-06-30,2011,Greenwich,1515360.0,1825000.0,Single Family,Detached House,3,1,,1.025033,South
2011-06-30,2011,,389480.0,470000.0,Single Family,Detached House,3,1,,1.025033,South
2011-06-30,2011,Waterbury,146180.0,170600.0,Three Family,Triplex,6,6,2024.0,1.025033,South
2011-07-01,2011,Stamford,,750000.0,Single Family,Detached House,3,3,916.0,1.025033,North
2011-07-01,2011,West Hartford,145700.0,236000.0,Single Family,Detached House,3,3,950.0,1.025033,East
2011-07-01,2011,Waterbury,98380.0,125000.0,Two Family,Duplex,4,4,1442.0,1.025033,North
2011-07-02,2011,Waterbury,166300.0,185000.0,?,Detached House,3,1,,1.025033,East
2011-07-02,2011,,349010.0,420000.0,Single Family,Detached House,3,1,1100.0,1.025033,North
2011-07-02,2011,Fairfield,478030.0,600000.0,Single Family,Detached House,3,3,915.0,1.025033,North
2011-07-06,2011,,378570.0,540000.0,Single Family,Detached House,3,1,989.0,1.025033,North
2011-07-07,2011,Greenwich,1899030.0,1825000.0,Single Family,Detached House,3,1,917.0,1.025033,North
2011-07-07,2011,,400470.0,440000.0,Single Family,Detached House,3,2,956.0,1.025033,North
2011-07-07,2011,Waterbury,109550.0,140000.0,Single Family,Detached House,3,2,968.0,1.025033,North
2011-07-07,2011,Waterbury,104910.0,109575.0,Single Family,Detached House,3,3,1044.0,1.025033,South
2011-07-08,2011,Waterbury,105940.0,140000.0,Single Family,Detached House,3,3,1014.0,1.025033,South
2011-07-08,2011,Fairfield,629370.0,570000.0,Single Family,Detached House,3,1,1060.0,1.025033,West
2011-07-09,2011,Fairfield,422450.0,540000.0,Single Family,Detached House,3,3,1029.0,1.025033,South
2011-07-09,2011,West Hartford,301300.0,475000.0,Single Family,Detached House,3,1,966.0,1.025033,East
2011-07-09,2011,Waterbury,251980.0,265000.0,Single Family,Detached House,3,1,1042.0,1.025033,West
2011-07-09,2011,Stamford,474780.0,1000000.0,Two Family,Duplex,4,3,1390.0,1.025033,West
2011-07-13,2011,West Hartford,180400.0,215000.0,Single Family,Detached House,3,1,1065.0,1.025033,East
2011-07-13,2011,West Hartford,71000.0,430000.0,Single Family,Detached House,3,1,1035.0,1.025033,West
2011-07-13,2011,Stamford,457190.0,534500.0,Single Family,Detached House,3,3,1095.0,1.025033,North
2011-07-13,2011,Stamford,416000.0,400000.0,Two Family,Duplex,4,2,1400.0,1.025033,East
2011-07-13,2011,West Hartford,205000.0,242000.0,Single Family,Detached House,3,2,909.0,1.025033,East
2011-07-14,2011,Waterbury,100890.0,20000.0,Two Family,Duplex,4,2,1351.0,1.025033,North
2011-07-14,2011,West Hartford,232200.0,330000.0,Single Family,Detached House,3,1,,1.025033,East
2011-07-14,2011,Greenwich,,6500000.0,Single Family,Detached House,3,2,,1.025033,North
2011-07-15,2011,Greenwich,,1685000.0,Single Family,Detached House,3,1,920.0,1.025033,South
2011-07-17,2011,Stamford,516330.0,615750.0,?,Detached House,3,3,920.0,1.025033,North
2011-07-17,2011,Waterbury,128270.0,32000.0,Single Family,Detached House,3,2,981.0,1.025033,West
2011-07-17,2011,Waterbury,,71500.0,?,Detached House,3,2,1069.0,1.025033,East
2011-07-17,2011,Greenwich,1941800.0,3576000.0,Single Family,Detached House,3,1,1033.0,1.025033,South
2011-07-22,2011,West Hartford,247500.0,334900.0,Two Family,Duplex,4,3,1218.0,1.025033,East
2011-07-22,2011,Stamford,,340000.0,Single Family,Detached House,3,1,989.0,1.025033,South
2011-07-22,2011,,409570.0,415000.0,Single Family,Detached House,3,3,1069.0,1.025033,East
2011-07-22,2011,Waterbury,127460.0,50000.0,Two Family,Duplex,4,2,,1.025033,North
2011-07-23,2011,West Hartford,141700.0,239900.0,?,Detached House,3,3,1074.0,1.025033,East
2011-07-24,2011,Greenwich,1253700.0,1550000.0,Single Family,Detached House,3,1,1013.0,1.025033,West
2011-07-24,2011,Waterbury,91260.0,105000.0,Single Family,Detached House,3,1,1078.0,1.025033,South
2011-07-27,2011,West Hartford,,255000.0,Single Family,Detached House,3,1,904.0,1.025033,North
2011-07-27,2011,Fairfield,322420.0,455900.0,Single Family,Detached House,3,2,972.0,1.025033,East
2011-07-28,2011,,588500.0,640000.0,Single Family,Detached House,3,1,986.0,1.025033,North
2011-07-29,2011,Greenwich,7756490.0,7820000.0,Single Family,Detached House,3,1,1072.0,1.025033,South
2011-07-29,2011,West Hartford,242300.0,329000.0,Single Family,Detached House,3,1,942.0,1.025033,East
2011-07-30,2011,Waterbury,140090.0,184900.0,Single Family,Detached House,3,2,1063.0,1.025033,East
2011-07-30,2011,Waterbury,,72199.0,Single Family,Detached House,3,1,1031.0,1.025033,South
2011-07-30,2011,West Hartford,,302000.0,Single Family,Detached House,3,2,1079.0,1.025033,South
2011-07-30,2011,,,1575000.0,Two Family,Duplex,4,2,1434.0,1.025033,North
2011-07-31,2011,Fairfield,511910.0,700000.0,Single Family,Detached House,3,1,952.0,1.025033,West
2011-07-31,2011,,,520000.0,Single Family,Detached House,3,2,1011.0,1.025033,East
2011-07-31,2011,Greenwich,8946770.0,748251.0,Single Family,Detached House,3,3,1060.0,1.025033,North
2011-07-31,2011,,363790.0,360000.0,Single Family,Detached House,3,3,1003.0,1.025033,East
2011-07-31,2011,Greenwich,8946770.0,18151749.0,Single Family,Detached House,3,3,1041.0,1.025033,South
2011-08-03,2011,West Hartford,225500.0,320000.0,?,Detached House,3,1,,1.025033,North
2011-08-03,2011,Fairfield,511840.0,689270.0,Single Family,Detached House,3,3,1079.0,1.025033,West
2011-08-03,2011,Waterbury,109340.0,27000.0,?,Duplex,4,4,1460.0,1.025033,East
2011-08-03,2011,Waterbury,102390.0,135000.0,Single Family,Detached House,3,1,915.0,1.025033,East
2011-08-03,2011,Fairfield,508550.0,625000.0,Single Family,Detached House,3,1,922.0,1.025033,South
2011-08-03,2011,West Hartford,212100.0,350000.0,?,Detached House,3,2,1023.0,1.025033,North
2011-08-03,2011,Fairfield,235060.0,278500.0,Single Family,Detached House,3,1,,1.025033,South
2011-08-03,2011,Fairfield,650230.0,1137500.0,Single Family,Detached House,3,1,907.0,1.025033,West
2011-08-04,2011,Waterbury,96360.0,121000.0,Single Family,Detached House,3,2,1009.0,1.025033,South
2011-08-04,2011,Stamford,,380000.0,Three Family,Triplex,6,6,1923.0,1.025033,North
2011-08-04,2011,West Hartford,240800.0,335000.0,Single Family,Detached House,3,3,980.0,1.025033,West
2011-08-04,2011,Fairfield,295610.0,250000.0,Single Family,Detached House,3,2,1064.0,1.025033,West
2011-08-05,2011,,277420.0,385000.0,Single Family,Detached House,3,2,1004.0,1.025033,East
2011-08-05,2011,Fairfield,377790.0,435000.0,?,Detached House,3,3,1046.0,1.025033,North
2011-08-05,2011,Greenwich,2953370.0,1800000.0,Single Family,Detached House,3,2,,1.025033,West
2011-08-06,2011,Waterbury,86370.0,28000.0,Two Family,Duplex,4,4,,1.025033,East
2011-08-06,2011,Stamford,346130.0,205000.0,Single Family,Detached House,3,3,912.0,1.025033,South
2011-08-06,2011,Fairfield,,265000.0,Single Family,Detached House,3,1,1012.0,1.025033,South
2011-08-06,2011,Fairfield,339360.0,478000.0,Two Family,Duplex,4,3,1241.0,1.025033,East
2011-08-07,2011,,184620.0,202000.0,?,Detached House,3,1,1038.0,1.025033,West
2011-08-10,2011,,71760.0,95275.0,Single Family,Detached House,3,3,1040.0,1.025033,North
2011-08-10,2011,West Hartford,186500.0,264900.0,Single Family,Detached House,3,1,972.0,1.025033,West
2011-08-10,2011,Greenwich,447930.0,607500.0,Single Family,Detached House,3,3,921.0,1.025033,East
2011-08-10,2011,Waterbury,112840.0,82000.0,Single Family,Detached House,3,2,,1.025033,West
2011-08-10,2011,Waterbury,78770.0,55000.0,Single Family,Detached House,3,1,911.0,1.025033,East
2011-08-11,2011,,125350.0,167500.0,Two Family,Duplex,4,3,,1.025033,East
2011-08-12,2011,Fairfield,448280.0,590000.0,Single Family,Detached House,3,2,1038.0,1.025033,East
2011-08-12,2011,Fairfield,364910.0,515000.0,Single Family,Detached House,3,1,1011.0,1.025033,North
2011-08-13,2011,Greenwich,321650.0,568400.0,Single Family,Detached House,3,2,955.0,1.025033,West
2011-08-13,2011,Stamford,563600.0,700000.0,Single Family,Detached House,3,3,992.0,1.025033,North
2011-08-14,2011,Fairfield,1353030.0,2687500.0,?,Detached House,3,1,1039.0,1.025033,South
2011-08-14,2011,Waterbury,88610.0,121500.0,Single Family,Detached House,3,1,993.0,1.025033,East
2011-08-17,2011,West Hartford,226900.0,317000.0,?,Detached House,3,1,948.0,1.025033,East
2011-08-17,2011,West Hartford,,550000.0,?,Detached House,3,2,929.0,1.025033,East
2011-08-17,2011,Greenwich,2349060.0,2500000.0,Single Family,Detached House,3,2,1018.0,1.025033,West
2011-08-17,2011,Fairfield,361690.0,290000.0,Two Family,Duplex,4,4,,1.025033,North
2011-08-17,2011,Stamford,1150810.0,1399000.0,Single Family,Detached House,3,2,1054.0,1.025033,East
2011-08-17,2011,Fairfield,843010.0,1100000.0,Single Family,Detached House,3,3,987.0,1.025033,North
2011-08-17,2011,West Hartford,236800.0,360000.0,Single Family,Detached House,3,2,997.0,1.025033,South
2011-08-17,2011,West Hartford,132600.0,193500.0,Single Family,Detached House,3,3,908.0,1.025033,West
2011-08-17,2011,West Hartford,275200.0,355000.0,Single Family,Detached House,3,2,910.0,1.025033,West
2011-08-17,2011,Fairfield,614670.0,710000.0,Single Family,Detached House,3,2,1058.0,1.025033,West
2011-08-18,2011,Stamford,641950.0,795000.0,Single Family,Detached House,3,1,,1.025033,South
2011-08-18,2011,Greenwich,681030.0,1150000.0,Single Family,Detached House,3,1,,1.025033,North
2011-08-19,2011,Greenwich,1267280.0,2260000.0,Single Family,Detached House,3,2,910.0,1.025033,South
2011-08-20,2011,,544040.0,765000.0,?,Duplex,4,3,,1.025033,West
2011-08-20,2011,Stamford,353960.0,530000.0,Single Family,Detached House,3,3,1024.0,1.025033,North
2011-08-21,2011,Waterbury,167260.0,145000.0,Single Family,Detached House,3,1,998.0,1.025033,East
2011-08-21,2011,Greenwich,6333250.0,6450000.0,?,Detached House,3,3,1050.0,1.025033,East
2011-08-24,2011,Fairfield,446320.0,467500.0,Single Family,Detached House,3,2,921.0,1.025033,West
2011-08-24,2011,Waterbury,124850.0,165000.0,Single Family,Detached House,3,1,909.0,1.025033,East
2011-08-24,2011,Fairfield,532210.0,875000.0,Single Family,Detached House,3,3,957.0,1.025033,North
2011-08-24,2011,Fairfield,,952000.0,Single Family,Detached House,3,2,958.0,1.025033,East
2011-08-24,2011,Fairfield,331940.0,60000.0,Single Family,Detached House,3,2,959.0,1.025033,South
2011-08-25,2011,West Hartford,192500.0,227500.0,Single Family,Detached House,3,3,1036.0,1.025033,North
2011-08-25,2011,Waterbury,113470.0,134000.0,Single Family,Detached House,3,2,974.0,1.025033,North
2011-08-25,2011,West Hartford,170600.0,190000.0,Single Family,Detached House,3,1,903.0,1.025033,South
2011-08-25,2011,Waterbury,109630.0,92000.0,Two Family,Duplex,4,3,1475.0,1.025033,East
2011-08-27,2011,West Hartford,216900.0,365500.0,?,Detached House,3,2,1046.0,1.025033,West
2011-08-27,2011,Greenwich,444850.0,385000.0,Single Family,Detached House,3,3,1055.0,1.025033,East
2011-08-28,2011,Greenwich,,676250.0,?,Detached House,3,3,1094.0,1.025033,East
2011-08-28,2011,Stamford,1846740.0,2500000.0,?,Detached House,3,3,1084.0,1.025033,East
